SYMBOL	ENSEMBL	seqnames	start	end	width	strand
	ENSG00000287031	chr5	6378674	6411690	33017	+
UBE2QL1	ENSG00000215218	chr5	6448859	6496723	47865	+
LINC01018	ENSG00000250056	chr5	6582136	6600288	18153	+
NSUN2	ENSG00000037474	chr5	6599239	6633291	34053	-
SRD5A1	ENSG00000145545	chr5	6633427	6674386	40960	+
LINC02102	ENSG00000248677	chr5	6686325	6707711	21387	-
TENT4A	ENSG00000112941	chr5	6713432	6757044	43613	+
LINC02236	ENSG00000251365	chr5	6765891	6833120	67230	+
	ENSG00000272071	chr5	6779458	6779998	541	+
	ENSG00000250974	chr5	6839460	7219291	379832	+
	ENSG00000250060	chr5	6868554	6888087	19534	+
	ENSG00000287790	chr5	7065091	7069351	4261	-
	ENSG00000286254	chr5	7226156	7229357	3202	-
	ENSG00000285689	chr5	7272792	7276923	4132	+
	ENSG00000251678	chr5	7344579	7345921	1343	+
LINC02123	ENSG00000250668	chr5	7346986	7348671	1686	-
	ENSG00000249638	chr5	7362979	7364531	1553	-
	ENSG00000249865	chr5	7367929	7373074	5146	-
LINC02142	ENSG00000223597	chr5	7373115	7391907	18793	+
ADCY2	ENSG00000078295	chr5	7396138	7830081	433944	+
	ENSG00000250761	chr5	7707802	7749766	41965	-
C5orf49	ENSG00000215217	chr5	7830378	7851151	20774	-
MTRR	ENSG00000124275	chr5	7851186	7906025	54840	+
FASTKD3	ENSG00000124279	chr5	7859159	7869037	9879	-
	ENSG00000251168	chr5	7924292	7925398	1107	+
	ENSG00000287947	chr5	8012377	8014804	2428	+
	ENSG00000288002	chr5	8207019	8366437	159419	-
LINC02226	ENSG00000245729	chr5	8333481	8457558	124078	-
	ENSG00000249159	chr5	8387638	8457564	69927	-
	ENSG00000272049	chr5	8444949	8445535	587	-
MIR4458HG	ENSG00000247516	chr5	8450701	8486930	36230	+
LOC105374647	ENSG00000249782	chr5	8525144	8561682	36539	+
	ENSG00000260981	chr5	8785042	8785468	427	-
	ENSG00000250198	chr5	8839700	8898052	58353	+
	ENSG00000250619	chr5	9001774	9045940	44167	+
SEMA5A	ENSG00000112902	chr5	9035033	9546075	511043	-
	ENSG00000248537	chr5	9363275	9422481	59207	+
SEMA5A-AS1	ENSG00000251370	chr5	9511333	9518086	6754	+
	ENSG00000250001	chr5	9519853	9523178	3326	-
SNHG18	ENSG00000250786	chr5	9546200	9550609	4410	+
	ENSG00000248525	chr5	9621377	9658458	37082	-
TAS2R1	ENSG00000169777	chr5	9628997	9712378	83382	-
LINC02112	ENSG00000249781	chr5	9641305	9903852	262548	-
	ENSG00000286556	chr5	9789295	9812664	23370	-
	ENSG00000250814	chr5	9854371	9899970	45600	+
	ENSG00000249807	chr5	10137138	10138365	1228	+
	ENSG00000260515	chr5	10195121	10197628	2508	-
	ENSG00000271998	chr5	10195187	10197622	2436	-
	ENSG00000272417	chr5	10203600	10204040	441	-
ATPSCKMT	ENSG00000150756	chr5	10225507	10249897	24391	-
	ENSG00000248968	chr5	10248325	10249915	1591	+
CCT5	ENSG00000150753	chr5	10249929	10266389	16461	+
	ENSG00000271980	chr5	10264597	10267146	2550	-
	ENSG00000271715	chr5	10269489	10269918	430	-
CMBL	ENSG00000164237	chr5	10275875	10307902	32028	-
	ENSG00000259802	chr5	10352701	10353601	901	-
MARCHF6	ENSG00000145495	chr5	10353695	10440388	86694	+
	ENSG00000250600	chr5	10441290	10441792	503	-
ROPN1L	ENSG00000145491	chr5	10441524	10472029	30506	+
	ENSG00000246016	chr5	10479371	10482309	2939	+
	ENSG00000249166	chr5	10493291	10494094	804	-
LINC02212	ENSG00000249396	chr5	10493291	10502728	9438	-
LINC02213	ENSG00000249160	chr5	10504996	10522084	17089	-
ANKRD33B	ENSG00000164236	chr5	10564070	10657816	93747	+
	ENSG00000250106	chr5	10627260	10628225	966	-
DAP	ENSG00000112977	chr5	10679230	10761272	82043	-
	ENSG00000272324	chr5	10761065	10770294	9230	+
	ENSG00000250576	chr5	10775058	10777062	2005	-
CTNND2	ENSG00000169862	chr5	10971836	11904446	932611	-
	ENSG00000248783	chr5	12553890	12574637	20748	-
	ENSG00000248131	chr5	12574830	12804363	229534	+
	ENSG00000248457	chr5	12914068	13032886	118819	-
	ENSG00000248145	chr5	13144000	13190677	46678	+
DNAH5	ENSG00000039139	chr5	13690331	13944543	254213	-
	ENSG00000251423	chr5	13860303	13901036	40734	+
TRIO	ENSG00000038382	chr5	14143342	14532128	388787	+
	ENSG00000287581	chr5	14356886	14359285	2400	-
OTULINL	ENSG00000145569	chr5	14581792	14616180	34389	+
OTULIN-DT	ENSG00000261360	chr5	14661808	14664604	2797	-
OTULIN	ENSG00000154124	chr5	14664664	14699850	35187	+
ANKH	ENSG00000154122	chr5	14704800	14871778	166979	-
	ENSG00000286970	chr5	14728587	14734258	5672	+
	ENSG00000272057	chr5	14872332	14872713	382	+
LOC107986376	ENSG00000286441	chr5	14970909	14992961	22053	+
	ENSG00000249332	chr5	15112120	15266541	154422	-
LOC124900945	ENSG00000286377	chr5	15425758	15496353	70596	+
FBXL7	ENSG00000183580	chr5	15500180	15939795	439616	+
CTD-2350J17.1	ENSG00000250250	chr5	15602189	15619109	16921	-
MARCHF11	ENSG00000183654	chr5	16067139	16180762	113624	-
MARCHF11-AS1	ENSG00000250981	chr5	16129178	16141602	12425	+
	ENSG00000250448	chr5	16180238	16185585	5348	+
LINC02150	ENSG00000248150	chr5	16373361	16440081	66721	-
	ENSG00000249737	chr5	16428536	16432436	3901	+
ZNF622	ENSG00000173545	chr5	16451519	16465800	14282	-
RETREG1	ENSG00000154153	chr5	16473038	16617058	144021	-
RETREG1-AS1	ENSG00000246214	chr5	16615926	16681905	65980	+
	ENSG00000250415	chr5	16617225	16621276	4052	+
MYO10	ENSG00000145555	chr5	16661907	16936288	274382	-
BASP1	ENSG00000176788	chr5	17065598	17276843	211246	+
BASP1-AS1	ENSG00000215196	chr5	17089296	17217047	127752	-
	ENSG00000271892	chr5	17107360	17107789	430	-
	ENSG00000248223	chr5	17353910	17354899	990	+
	ENSG00000249199	chr5	17367588	17375653	8066	-
LINC02111	ENSG00000250822	chr5	17378906	17387310	8405	-
LINC02217	ENSG00000248455	chr5	17403889	17443619	39731	+
LINC02218	ENSG00000249662	chr5	17444010	17486829	42820	+
H3Y2	ENSG00000268799	chr5	17491325	17491769	445	-
TAF11L2	ENSG00000284373	chr5	17498231	17498827	597	+
TAF11L3	ENSG00000284439	chr5	17518367	17518963	597	+
TAF11L4	ENSG00000284283	chr5	17521801	17522397	597	+
TAF11L5	ENSG00000284234	chr5	17525235	17525831	597	+
TAF11L6	ENSG00000284042	chr5	17528669	17529265	597	+
TAF11L7	ENSG00000284465	chr5	17585162	17585758	597	-
TAF11L8	ENSG00000283967	chr5	17590364	17590960	597	-
TAF11L9	ENSG00000283988	chr5	17593798	17594394	597	-
TAF11L10	ENSG00000284356	chr5	17597232	17597828	597	-
TAF11L11	ENSG00000283740	chr5	17604177	17605377	1201	+
TAF11L12	ENSG00000249156	chr5	17610496	17611583	1088	+
TAF11L13	ENSG00000283776	chr5	17632088	17632684	597	+
TAF11L14	ENSG00000250782	chr5	17634460	17635053	594	+
H3Y1	ENSG00000269466	chr5	17654870	17655847	978	-
	ENSG00000249937	chr5	17684584	17955857	271274	+
	ENSG00000248693	chr5	18704433	18746173	41741	-
	ENSG00000249174	chr5	18965861	19142346	176486	-
	ENSG00000251487	chr5	19035197	19038799	3603	-
CDH18	ENSG00000145526	chr5	19471296	20575873	1104578	-
CDH18-AS1	ENSG00000249854	chr5	20305565	20347972	42408	+
	ENSG00000249490	chr5	20606710	20616441	9732	-
LINC02241	ENSG00000251629	chr5	20611806	20937800	325995	+
	ENSG00000286751	chr5	20967211	21032845	65635	-
	ENSG00000249359	chr5	21323873	21341375	17503	-
	ENSG00000272130	chr5	21569755	21570045	291	+
	ENSG00000253766	chr5	21616262	21779522	163261	+
CDH12	ENSG00000154162	chr5	21750673	22853344	1102672	-
	ENSG00000253104	chr5	22139247	22141468	2222	-
	ENSG00000287471	chr5	22212476	22213761	1286	+
	ENSG00000286961	chr5	22754227	22766824	12598	+
	ENSG00000249404	chr5	23013048	23014527	1480	+
PRDM9	ENSG00000164256	chr5	23443586	23528597	85012	+
LINC02899	ENSG00000248874	chr5	23951348	24178263	226916	+
	ENSG00000286134	chr5	24135160	24271863	136704	-
	ENSG00000250694	chr5	24352309	24353443	1135	-
	ENSG00000287199	chr5	24478516	24480057	1542	-
CDH10	ENSG00000040731	chr5	24487100	24644978	157879	-
	ENSG00000251294	chr5	24554018	24613222	59205	+
	ENSG00000286454	chr5	24729379	24738195	8817	+
	ENSG00000286238	chr5	24772144	24850971	78828	-
LINC02239	ENSG00000248908	chr5	24835280	24840583	5304	-
	ENSG00000250524	chr5	24881943	24885461	3519	-
	ENSG00000251273	chr5	25087450	25190956	103507	-
	ENSG00000245662	chr5	25187800	25324386	136587	+
	ENSG00000285042	chr5	25188059	25188778	720	-
	ENSG00000251654	chr5	25218973	25298612	79640	-
	ENSG00000260761	chr5	25319834	25321346	1513	+
	ENSG00000248605	chr5	25404733	25445925	41193	-
	ENSG00000286625	chr5	25963839	25990687	26849	+
	ENSG00000249099	chr5	26382519	26399819	17301	-
	ENSG00000286204	chr5	26473505	26484711	11207	-
	ENSG00000251033	chr5	26711551	26749997	38447	-
CDH9	ENSG00000113100	chr5	26880597	27121150	240554	-
PURPL	ENSG00000250337	chr5	27217714	27496994	279281	+
	ENSG00000248490	chr5	27406530	27436421	29892	-
LINC02103	ENSG00000249785	chr5	28285964	28287807	1844	-
	ENSG00000250453	chr5	28548135	28809291	261157	-
	ENSG00000286432	chr5	28614613	28654531	39919	+
	ENSG00000259786	chr5	28809331	29217115	407785	+
	ENSG00000286182	chr5	29239922	29265940	26019	-
LINC02064	ENSG00000248391	chr5	29304305	29396095	91791	-
	ENSG00000287176	chr5	30545177	30693984	148808	-
	ENSG00000287940	chr5	30733557	30743704	10148	-
	ENSG00000254138	chr5	31093977	31267610	173634	-
CDH6	ENSG00000113361	chr5	31193686	31329146	135461	+
DROSHA	ENSG00000113360	chr5	31400497	31532196	131700	-
C5orf22	ENSG00000082213	chr5	31532287	31555053	22767	+
PDZD2	ENSG00000133401	chr5	31639131	32110932	471802	+
	ENSG00000248624	chr5	31657218	31665067	7850	+
	ENSG00000249114	chr5	31738269	31738660	392	+
	ENSG00000248813	chr5	31741833	31742327	495	-
	ENSG00000248378	chr5	31743988	31744451	464	-
	ENSG00000250164	chr5	31747644	31748078	435	-
	ENSG00000249688	chr5	31754219	31754656	438	+
	ENSG00000250764	chr5	32103445	32121941	18497	-
GOLPH3	ENSG00000113384	chr5	32124716	32174319	49604	-
	ENSG00000272086	chr5	32174471	32175272	802	+
MTMR12	ENSG00000150712	chr5	32226994	32312987	85994	-
ZFR	ENSG00000056097	chr5	32354350	32444740	90391	-
SUB1	ENSG00000113387	chr5	32531633	32604079	72447	+
	ENSG00000250885	chr5	32646564	32651976	5413	-
	ENSG00000286741	chr5	32653321	32656022	2702	+
NPR3	ENSG00000113389	chr5	32689070	32791724	102655	+
	ENSG00000250697	chr5	32888236	33298066	409831	-
LINC02120	ENSG00000248279	chr5	32947443	32962467	15025	+
	ENSG00000249102	chr5	33008934	33026025	17092	+
	ENSG00000251281	chr5	33011322	33017607	6286	-
LINC02160	ENSG00000251443	chr5	33229516	33284642	55127	+
	ENSG00000249572	chr5	33424025	33440619	16595	-
TARS1	ENSG00000113407	chr5	33440696	33469539	28844	+
	ENSG00000250583	chr5	33519616	33522230	2615	-
ADAMTS12	ENSG00000151388	chr5	33523535	33892019	368485	-
RXFP3	ENSG00000182631	chr5	33936386	33938918	2533	+
SLC45A2	ENSG00000164175	chr5	33944623	33984693	40071	-
AMACR	ENSG00000242110	chr5	33986165	34008104	21940	-
C1QTNF3	ENSG00000082196	chr5	34019448	34043832	24385	-
	ENSG00000271771	chr5	34158121	34158767	647	+
LOC124900957	ENSG00000286543	chr5	34245273	34288755	43483	+
	ENSG00000271874	chr5	34651457	34651888	432	-
RAI14	ENSG00000039560	chr5	34656328	34832612	176285	+
	ENSG00000250234	chr5	34656412	34657250	839	-
TTC23L-AS1	ENSG00000272323	chr5	34837549	34839278	1730	-
TTC23L	ENSG00000205838	chr5	34838833	34899456	60624	+
RAD1	ENSG00000113456	chr5	34905260	34918989	13730	-
BRIX1	ENSG00000113460	chr5	34915677	34925996	10320	+
DNAJC21	ENSG00000168724	chr5	34929559	34958964	29406	+
AGXT2	ENSG00000113492	chr5	34998101	35048135	50035	-
PRLR	ENSG00000113494	chr5	35048756	35230487	181732	-
SPEF2	ENSG00000152582	chr5	35617844	35814611	196768	+
	ENSG00000248969	chr5	35678484	35827018	148535	-
IL7R	ENSG00000168685	chr5	35852695	35879603	26909	+
CAPSL	ENSG00000152611	chr5	35904288	35938779	34492	-
CAPSL-DT	ENSG00000249748	chr5	35938822	35939993	1172	+
UGT3A1	ENSG00000145626	chr5	35951006	36001028	50023	-
UGT3A2	ENSG00000168671	chr5	36035021	36071358	36338	-
LMBRD2	ENSG00000164187	chr5	36098407	36151887	53481	-
SKP2	ENSG00000145604	chr5	36151989	36184319	32331	+
NADK2	ENSG00000152620	chr5	36192589	36242279	49691	-
NADK2-AS1	ENSG00000245711	chr5	36221055	36221902	848	+
RANBP3L	ENSG00000164188	chr5	36248434	36302114	53681	-
	ENSG00000287634	chr5	36343672	36347157	3486	-
SLC1A3	ENSG00000079215	chr5	36606355	36688334	81980	+
	ENSG00000274441	chr5	36636019	36649347	13329	-
LOC107986412	ENSG00000250155	chr5	36666214	36725195	58982	-
	ENSG00000272103	chr5	36861736	36867238	5503	-
NIPBL-DT	ENSG00000285967	chr5	36864425	36876700	12276	-
NIPBL	ENSG00000164190	chr5	36876769	37066413	189645	+
CPLANE1	ENSG00000197603	chr5	37106228	37249428	143201	-
CPLANE1-AS1	ENSG00000286193	chr5	37249026	37252617	3592	+
NUP155	ENSG00000113569	chr5	37288137	37371106	82970	-
WDR70	ENSG00000082068	chr5	37379285	37753435	374151	+
	ENSG00000248587	chr5	37811589	37953827	142239	+
GDNF	ENSG00000168621	chr5	37812677	37840041	27365	-
	ENSG00000248539	chr5	37899363	37920869	21507	-
	ENSG00000250032	chr5	37939365	37947955	8591	-
LINC02110	ENSG00000251518	chr5	37948491	37951055	2565	+
	ENSG00000248533	chr5	37953402	37966964	13563	+
LINC02119	ENSG00000248461	chr5	38025568	38184717	159150	+
LINC02107	ENSG00000248461	chr5	38025568	38184717	159150	+
EGFLAM	ENSG00000164318	chr5	38258409	38465480	207072	+
EGFLAM-AS4	ENSG00000248730	chr5	38282264	38290986	8723	-
	ENSG00000249071	chr5	38345347	38346551	1205	-
EGFLAM-AS2	ENSG00000248572	chr5	38399814	38403471	3658	-
	ENSG00000249491	chr5	38425036	38427376	2341	-
LOC124900964	ENSG00000251257	chr5	38460925	38468339	7415	-
LIFR	ENSG00000113594	chr5	38474668	38608354	133687	-
LIFR-AS1	ENSG00000244968	chr5	38556765	38671216	114452	+
	ENSG00000251189	chr5	38682070	38685126	3057	+
LINC01265	ENSG00000249740	chr5	38682581	38845829	163249	-
	ENSG00000250629	chr5	38783580	38792754	9175	+
OSMR	ENSG00000145623	chr5	38845858	38945596	99739	+
RICTOR	ENSG00000164327	chr5	38937920	39074399	136480	-
	ENSG00000286809	chr5	39092658	39103677	11020	-
FYB1	ENSG00000082074	chr5	39105252	39274528	169277	-
C9	ENSG00000113600	chr5	39284140	39424868	140729	-
DAB2	ENSG00000153071	chr5	39371675	39462300	90626	-
LINC02104	ENSG00000271334	chr5	39520398	39524726	4329	+
	ENSG00000250048	chr5	39892138	40053324	161187	+
LINC00604	ENSG00000250585	chr5	40240167	40267657	27491	+
LOC105374736	ENSG00000287597	chr5	40306824	40312905	6082	-
	ENSG00000283286	chr5	40415137	40431491	16355	+
	ENSG00000285552	chr5	40463562	40504563	41002	+
	ENSG00000285616	chr5	40474908	40490430	15523	-
TTC33	ENSG00000113638	chr5	40512333	40755963	243631	-
PTGER4	ENSG00000171522	chr5	40679915	40693735	13821	+
PRKAA1	ENSG00000132356	chr5	40759379	40798374	38996	-
RPL37	ENSG00000145592	chr5	40825262	40835222	9961	-
CARD6	ENSG00000132357	chr5	40841308	40860175	18868	+
C7	ENSG00000112936	chr5	40909497	40984643	75147	+
MROH2B	ENSG00000171495	chr5	40998017	41071342	73326	-
C6	ENSG00000039537	chr5	41142234	41261438	119205	-
PLCXD3	ENSG00000182836	chr5	41306952	41510628	203677	-
OXCT1	ENSG00000083720	chr5	41730065	41870425	140361	-
	ENSG00000286164	chr5	41868975	41880210	11236	+
OXCT1-AS1	ENSG00000248668	chr5	41869927	41872241	2315	+
RIMOC1	ENSG00000205765	chr5	41904188	41921636	17449	+
FBXO4	ENSG00000151876	chr5	41925254	41941743	16490	+
	ENSG00000260786	chr5	42188266	42191523	3258	+
GHR	ENSG00000112964	chr5	42423439	42721878	298440	+
CCDC152	ENSG00000198865	chr5	42756818	42802439	45622	+
SELENOP	ENSG00000250722	chr5	42799880	42887392	87513	-
	ENSG00000272234	chr5	42806394	42806997	604	+
	ENSG00000286271	chr5	42813647	42924535	110889	+
FLJ32255	ENSG00000287263	chr5	42983636	42993276	9641	-
	ENSG00000286656	chr5	42995134	42997480	2347	+
	ENSG00000271788	chr5	43006733	43007543	811	-
ANXA2R-OT1	ENSG00000177738	chr5	43013060	43067452	54393	-
	ENSG00000251131	chr5	43018429	43024678	6250	+
	ENSG00000272382	chr5	43033716	43034635	920	+
ANXA2R	ENSG00000177721	chr5	43039081	43043170	4090	-
ANXA2R-AS1	ENSG00000215068	chr5	43041575	43054603	13029	+
	ENSG00000272144	chr5	43061395	43062441	1047	+
ZNF131	ENSG00000172262	chr5	43065176	43192021	126846	+
NIM1K	ENSG00000177453	chr5	43192071	43280850	88780	+
HMGCS1	ENSG00000112972	chr5	43287470	43313512	26043	-
	ENSG00000261604	chr5	43287601	43290839	3239	+
CCL28	ENSG00000151882	chr5	43376645	43412391	35747	-
TMEM267	ENSG00000151881	chr5	43444252	43483893	39642	-
	ENSG00000249492	chr5	43483913	43509356	25444	+
C5orf34	ENSG00000172244	chr5	43486709	43515148	28440	-
	ENSG00000248554	chr5	43511058	43521811	10754	+
	ENSG00000248240	chr5	43515274	43525310	10037	+
PAIP1	ENSG00000172239	chr5	43526267	43557758	31492	-
	ENSG00000248092	chr5	43571594	43603230	31637	-
NNT	ENSG00000112992	chr5	43602692	43707405	104714	+
	ENSG00000249276	chr5	43874367	43886628	12262	+
FGF10	ENSG00000070193	chr5	44303544	44389706	86163	-
FGF10-AS1	ENSG00000248464	chr5	44388732	44413989	25258	+
	ENSG00000249203	chr5	44495099	44658569	163471	-
	ENSG00000250418	chr5	44698431	44700808	2378	-
	ENSG00000251141	chr5	44742420	44808777	66358	-
	ENSG00000248779	chr5	44752949	44765744	12796	+
MRPS30	ENSG00000112996	chr5	44808947	44820428	11482	+
	ENSG00000272335	chr5	44826076	44828592	2517	+
	ENSG00000248148	chr5	45035199	45098647	63449	+
	ENSG00000287540	chr5	45226286	45228428	2143	+
HCN1	ENSG00000164588	chr5	45254948	45696498	441551	-
	ENSG00000250122	chr5	45890216	45895970	5755	+
EMB	ENSG00000170571	chr5	50396192	50443248	47057	-
	ENSG00000271752	chr5	50662859	50663266	408	-
PARP8	ENSG00000151883	chr5	50665899	50846519	180621	+
	ENSG00000249405	chr5	50858760	50860020	1261	-
	ENSG00000251601	chr5	50929484	50934521	5038	-
	ENSG00000250360	chr5	50965687	50967008	1322	-
LINC02106	ENSG00000251573	chr5	50969217	50970167	951	-
	ENSG00000248918	chr5	50969660	50970187	528	+
ISL1-DT	ENSG00000259663	chr5	51372736	51383332	10597	-
ISL1	ENSG00000016082	chr5	51383448	51394730	11283	+
	ENSG00000288035	chr5	51438792	51665048	226257	-
	ENSG00000251125	chr5	51451158	51462089	10932	+
LINC02118	ENSG00000248789	chr5	52008031	52080987	72957	+
	ENSG00000248898	chr5	52673186	52872925	199740	-
PELO	ENSG00000152684	chr5	52787916	52804044	16129	+
ITGA1	ENSG00000213949	chr5	52787916	52959209	171294	+
	ENSG00000249899	chr5	52930606	52990278	59673	-
ITGA2	ENSG00000164171	chr5	52989340	53094779	105440	+
	ENSG00000286048	chr5	53024924	53035884	10961	-
	ENSG00000272123	chr5	53089016	53089468	453	-
MOCS2	ENSG00000164172	chr5	53095679	53110063	14385	-
MOCS2-DT	ENSG00000247796	chr5	53109816	53127673	17858	+
	ENSG00000285831	chr5	53297872	53326565	28694	-
FST	ENSG00000134363	chr5	53480626	53487134	6509	+
NDUFS4	ENSG00000164258	chr5	53560633	53683338	122706	+
LINC02105	ENSG00000250447	chr5	53776048	53819722	43675	-
	ENSG00000272416	chr5	53880293	53881051	759	-
ARL15	ENSG00000185305	chr5	53883942	54310582	426641	-
	ENSG00000287087	chr5	53897464	53899370	1907	+
LINC01033	ENSG00000249069	chr5	54313564	54415238	101675	+
HSPB3	ENSG00000169271	chr5	54455699	54456377	679	+
SNX18	ENSG00000178996	chr5	54517759	54546586	28828	+
	ENSG00000287367	chr5	54663327	54737057	73731	+
	ENSG00000249016	chr5	54956235	54957846	1612	-
ESM1	ENSG00000164283	chr5	54977867	55022671	44805	-
	ENSG00000240535	chr5	55021299	55042844	21546	-
GZMK	ENSG00000113088	chr5	55024256	55034570	10315	+
	ENSG00000251376	chr5	55054428	55055140	713	+
	ENSG00000248029	chr5	55063179	55066230	3052	+
GZMA	ENSG00000145649	chr5	55102646	55110252	7607	+
CDC20B	ENSG00000164287	chr5	55112995	55173175	60181	-
GPX8	ENSG00000164294	chr5	55160167	55167297	7131	+
MCIDAS	ENSG00000234602	chr5	55219580	55227315	7736	-
CCNO	ENSG00000152669	chr5	55231152	55233608	2457	-
	ENSG00000251307	chr5	55233934	55295201	61268	+
DHX29	ENSG00000067248	chr5	55256055	55307694	51640	-
MTREX	ENSG00000039123	chr5	55307989	55425579	117591	+
PLPP1	ENSG00000067113	chr5	55424854	55534969	110116	-
SLC38A9	ENSG00000177058	chr5	55625845	55773194	147350	-
DDX4	ENSG00000152670	chr5	55738017	55817157	79141	+
IL31RA	ENSG00000164509	chr5	55851357	55922854	71498	+
IL6ST	ENSG00000134352	chr5	55935095	55995022	59928	-
	ENSG00000262211	chr5	55936143	55941727	5585	+
LOC105378976	ENSG00000249236	chr5	55978248	56111329	133082	+
IL6ST-DT	ENSG00000227908	chr5	55995167	56003649	8483	+
ANKRD55	ENSG00000164512	chr5	56099680	56233330	133651	-
	ENSG00000249697	chr5	56313905	56321397	7493	-
LINC01948	ENSG00000248727	chr5	56451627	56481946	30320	-
	ENSG00000285997	chr5	56488486	56491499	3014	+
	ENSG00000225940	chr5	56511567	56606232	94666	-
	ENSG00000234553	chr5	56536583	56537826	1244	-
	ENSG00000228650	chr5	56770799	56772303	1505	+
MAP3K1	ENSG00000095015	chr5	56815549	56896152	80604	+
	ENSG00000237705	chr5	56842016	56862164	20149	-
	ENSG00000225230	chr5	56900041	56910714	10674	-
SETD9	ENSG00000155542	chr5	56909260	56925532	16273	+
MIER3	ENSG00000155545	chr5	56919602	56971675	52074	-
	ENSG00000271828	chr5	56927874	56929573	1700	+
	ENSG00000235635	chr5	56941307	56947152	5846	+
GPBP1	ENSG00000062194	chr5	57173948	57264679	90732	+
	ENSG00000250961	chr5	57395060	57534504	139445	+
ACTBL2	ENSG00000169067	chr5	57480018	57482811	2794	-
LNCBRM	ENSG00000249436	chr5	57574027	57619816	45790	+
